PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
25114,47,Female,Asia,Sports,21.45,0,Medium,7,104.7,47,25,Medium
25115,21,Male,Other,Sports,6.85,1,Easy,4,86.6,27,6,Low
25116,25,Male,Other,RPG,15.13,1,Easy,16,94.2,18,27,High
25117,22,Female,Other,Action,21.87,0,Medium,11,105.6,34,24,Medium
25118,41,Female,Asia,Action,25.35,0,Medium,10,131.5,41,35,Medium
25119,49,Male,Europe,Action,31.65,1,Hard,23,96.9,61,43,High
25120,45,Male,Asia,Action,23.98,0,Medium,13,83.7,38,27,Medium
25121,36,Female,USA,Action,20.1,0,Medium,10,84.7,38,11,High
25122,32,Male,USA,Strategy,11.58,1,Easy,5,91.6,21,12,Medium
25123,48,Female,Europe,RPG,27.59,0,Medium,9,130.3,55,31,Medium
25124,25,Female,Other,Strategy,34.82,1,Hard,14,106.0,64,39,High
25125,27,Female,Asia,RPG,29.6,1,Medium,16,170.5,44,31,High
25126,31,Male,Europe,Action,30.9,1,Medium,15,97.4,43,29,High
25127,47,Male,Europe,Action,39.69,0,Medium,22,98.1,55,34,High
25128,30,Female,Asia,Sports,33.59,1,Hard,24,59.4,72,35,High
25129,42,Female,Europe,Action,2.17,0,Medium,1,90.7,34,0,Low
25130,43,Female,Other,Action,18.17,1,Medium,10,125.4,43,19,Medium
25131,32,Female,Asia,Action,5.09,1,Easy,2,88.1,1,3,Low
25132,17,Male,Asia,Action,4.96,0,Easy,4,99.0,5,0,Low
25133,22,Female,Europe,Action,14.48,0,Easy,9,105.1,18,14,Medium
25134,28,Female,Other,RPG,16.09,1,Easy,9,75.9,26,31,Medium
25135,30,Female,Other,Sports,38.42,1,Medium,16,131.3,41,32,High
25136,40,Male,USA,Action,13.8,0,Easy,7,43.3,15,11,Low
25137,38,Female,Asia,Action,20.22,0,Medium,16,127.9,52,23,Medium
25138,37,Female,USA,Action,36.77,1,Hard,17,113.0,66,38,High
25139,41,Female,Other,RPG,19.83,1,Medium,11,103.4,35,25,Medium
25140,48,Female,Other,RPG,34.09,0,Medium,15,97.1,52,33,High
25141,26,Female,USA,Sports,5.5,0,Easy,3,93.2,9,9,Low
25142,25,Male,Asia,Action,15.15,0,Medium,8,103.4,33,13,Medium
25143,40,Male,USA,Sports,49.23,1,Hard,9,93.4,80,48,High
25144,39,Male,Other,Strategy,20.8,1,Easy,6,83.8,28,13,Medium
25145,48,Female,Other,RPG,23.98,0,Medium,10,83.0,50,32,Medium
25146,32,Female,Europe,Action,31.47,1,Medium,18,149.9,46,29,High
25147,39,Male,Europe,RPG,18.44,1,Medium,13,89.1,43,25,Medium
25148,17,Female,USA,Sports,7.63,0,Easy,4,118.1,4,3,Low
25149,47,Male,Europe,Strategy,13.84,1,Easy,16,122.2,17,15,Medium
25150,39,Female,Other,Action,14.01,1,Medium,9,129.5,35,13,Medium
25151,24,Male,Asia,RPG,18.02,1,Easy,7,105.9,26,10,Medium
25152,19,Male,Asia,Strategy,14.25,0,Medium,13,113.8,39,22,Medium
25153,32,Female,USA,Sports,16.52,0,Medium,8,79.2,36,13,Medium
25154,32,Female,Europe,Sports,28.98,1,Hard,7,115.3,60,32,Medium
25155,45,Male,USA,RPG,12.78,1,Easy,7,128.6,23,16,Low
25156,26,Male,Europe,RPG,22.88,0,Easy,7,92.9,29,23,Medium
25157,36,Female,Asia,Action,30.89,0,Medium,15,118.2,41,20,Medium
25158,36,Male,Europe,Sports,27.86,1,Medium,8,127.6,57,27,Medium
25159,33,Female,Europe,Action,21.75,1,Medium,4,101.7,32,19,Medium
25160,44,Male,USA,RPG,24.26,1,Medium,11,118.7,42,26,Medium
25161,39,Female,Asia,Strategy,19.51,0,Easy,15,99.8,23,25,Medium
25162,25,Female,Europe,Action,22.52,1,Medium,8,97.2,45,26,Medium
25163,32,Female,Asia,Sports,22.19,0,Easy,10,83.8,23,26,Medium
25164,33,Male,Europe,RPG,21.4,0,Medium,10,134.8,50,24,Medium
25165,35,Female,Asia,RPG,30.78,0,Medium,5,113.4,38,29,Medium
25166,33,Female,Europe,Action,15.47,0,Easy,9,87.9,18,12,Medium
25167,32,Female,Other,Action,19.03,0,Medium,11,107.6,32,16,Medium
25168,24,Male,Asia,RPG,37.97,0,Hard,12,114.7,84,33,High
25169,29,Female,Other,Action,33.43,1,Medium,16,103.6,51,43,High
25170,44,Female,Other,RPG,47.83,1,Hard,18,129.7,72,50,High
25171,46,Female,Other,Sports,30.84,1,Medium,12,110.5,48,31,Medium
25172,19,Female,Europe,Strategy,14.14,1,Medium,4,98.2,43,6,Low
25173,33,Female,Asia,Action,20.11,0,Medium,5,115.4,53,22,Medium
25174,35,Male,Europe,Sports,20.38,0,Medium,12,130.2,44,17,Medium
25175,24,Female,Europe,Sports,37.07,0,Hard,11,124.1,69,31,High
25176,28,Female,Asia,Action,10.71,0,Easy,9,103.3,16,13,Medium
25177,30,Male,USA,Sports,12.21,1,Easy,10,74.2,14,13,Medium
25178,42,Male,Europe,RPG,9.28,0,Medium,5,100.9,32,4,Low
25179,30,Male,Other,Action,33.71,1,Hard,12,83.6,63,35,High
25180,43,Male,Europe,Strategy,17.34,0,Medium,2,130.2,32,18,Medium
25181,34,Female,USA,RPG,26.78,1,Medium,7,117.5,43,28,Medium
25182,41,Male,Other,Sports,16.38,0,Easy,10,98.7,29,11,Medium
25183,41,Female,Europe,Sports,11.32,1,Easy,5,113.5,28,12,Low
25184,40,Male,Asia,Strategy,19.55,0,Medium,7,87.3,51,14,Medium
25185,41,Male,Other,Strategy,23.06,0,Medium,10,85.7,39,27,Medium
25186,41,Female,USA,Sports,5.97,0,Easy,4,99.7,1,9,Low
25187,43,Male,Europe,Strategy,10.39,0,Easy,11,87.3,28,9,Medium
25188,33,Male,Asia,Strategy,17.71,1,Medium,10,99.6,43,20,Medium
25189,47,Female,Other,Sports,24.08,0,Hard,9,134.6,64,23,Medium
25190,18,Male,Other,RPG,15.37,1,Medium,5,129.4,32,15,Medium
25191,17,Male,Asia,Action,22.37,0,Medium,11,97.4,33,13,Medium
25192,48,Male,USA,Sports,33.82,0,Medium,13,100.2,49,35,High
25193,34,Female,Other,Strategy,26.19,1,Medium,17,59.1,46,35,Medium
25194,32,Female,USA,Strategy,16.55,1,Easy,13,166.9,20,14,High
25195,48,Female,USA,RPG,27.45,1,Medium,14,48.6,48,36,Medium
25196,27,Female,Asia,Sports,19.92,1,Medium,8,104.4,46,20,Medium
25197,18,Female,Other,Sports,18.92,0,Medium,12,85.0,53,14,Medium
25198,41,Male,Europe,Strategy,35.5,1,Medium,13,126.4,59,35,High
25199,23,Female,Asia,Sports,31.07,1,Medium,14,103.6,36,31,Medium
25200,22,Male,Asia,Strategy,33.87,0,Medium,15,113.2,57,34,High
25201,31,Female,USA,Strategy,17.76,0,Easy,12,98.7,17,17,Medium
25202,39,Male,Europe,Strategy,8.37,0,Easy,3,90.6,24,9,Low
25203,16,Female,Asia,Action,18.04,0,Medium,12,111.1,45,23,Medium
25204,40,Female,USA,Strategy,9.3,0,Easy,2,88.9,29,15,Low
25205,25,Male,Other,RPG,18.91,0,Easy,11,111.6,23,32,Medium
25206,31,Male,USA,Sports,11.32,1,Easy,4,110.5,9,9,Low
25207,31,Male,Europe,Action,13.59,1,Easy,11,83.3,18,12,Medium
25208,23,Male,Europe,Sports,25.68,1,Medium,14,137.4,43,32,Medium
25209,44,Female,USA,RPG,24.87,1,Easy,6,101.0,20,21,Medium
25210,43,Male,Other,Action,16.19,0,Medium,6,102.2,30,8,Medium
25211,21,Male,Europe,Sports,15.08,0,Easy,6,70.8,20,16,Medium
25212,31,Female,Europe,Action,24.44,1,Medium,20,110.4,36,26,High
25213,35,Male,Other,Strategy,32.87,1,Medium,7,87.4,44,23,Medium
25214,31,Male,Asia,Strategy,9.44,0,Easy,3,113.5,1,13,Low
25215,22,Male,Europe,Sports,20.91,1,Medium,6,105.8,40,12,Medium
25216,29,Female,USA,RPG,27.31,0,Hard,18,97.8,61,40,High
25217,41,Male,Other,Action,12.16,0,Easy,9,105.1,16,23,Medium
25218,41,Female,Europe,Action,20.33,1,Medium,4,114.5,36,14,Medium
25219,29,Male,Asia,Sports,23.42,0,Medium,17,62.5,44,28,Medium
25220,22,Female,Europe,Strategy,14.67,0,Easy,7,100.7,27,17,Low
25221,48,Female,Asia,Action,14.24,0,Medium,4,62.6,39,16,Low
25222,41,Male,Europe,Strategy,5.59,1,Easy,2,101.2,19,6,Low
25223,35,Male,Europe,Strategy,21.44,0,Medium,19,128.0,59,22,Medium
25224,18,Male,USA,RPG,30.5,1,Medium,15,117.4,53,39,High
25225,19,Male,Other,Strategy,14.52,1,Medium,8,102.3,32,15,Medium
25226,41,Male,Other,Strategy,10.34,0,Easy,7,116.5,19,13,Low
25227,26,Male,USA,Action,32.58,0,Hard,14,104.9,63,33,High
25228,17,Female,Other,RPG,22.55,1,Medium,7,128.5,43,23,Medium
25229,29,Female,Other,RPG,3.61,0,Easy,1,105.9,10,12,Low
25230,45,Male,Other,Sports,19.87,1,Medium,16,125.7,36,22,Medium
25231,27,Female,Europe,Sports,21.98,0,Medium,15,75.4,50,25,Medium
25232,41,Male,Europe,Sports,39.89,1,Medium,15,120.8,49,43,High
25233,48,Male,Asia,RPG,15.87,0,Easy,14,130.6,18,19,High
25234,28,Female,Asia,Strategy,26.44,1,Medium,17,112.9,44,35,High
25235,29,Male,Other,RPG,15.04,0,Medium,6,140.5,38,22,Low
25236,39,Female,Other,Strategy,7.78,1,Easy,4,104.2,7,7,Low
25237,49,Male,Other,Sports,15.83,1,Easy,11,97.1,28,19,Medium
25238,41,Female,USA,Sports,14.77,1,Easy,11,104.3,20,22,Medium
25239,36,Male,Europe,Strategy,27.39,1,Hard,16,147.7,70,33,Medium
25240,43,Female,Other,Strategy,20.57,0,Medium,8,139.5,39,25,Medium
25241,17,Female,Other,Sports,16.64,0,Easy,14,94.1,26,14,High
25242,24,Male,Europe,Strategy,14.52,1,Medium,3,84.7,33,14,Medium
25243,38,Male,Asia,RPG,26.83,0,Medium,16,135.5,47,31,Medium
25244,30,Female,Other,Sports,14.71,0,Medium,7,99.9,50,17,Medium
25245,28,Male,Other,RPG,14.88,0,Easy,9,104.5,28,12,Low
25246,38,Male,Other,Sports,29.89,0,Medium,11,114.8,54,23,High
25247,32,Male,Other,Action,22.98,1,Easy,13,114.4,18,18,Medium
25248,17,Male,Europe,RPG,45.58,1,Hard,26,132.2,66,52,High
25249,35,Male,Europe,Action,9.3,1,Easy,3,85.9,16,1,Low
25250,35,Male,Europe,Sports,16.19,0,Easy,10,120.9,27,19,Medium
25251,18,Female,Asia,RPG,23.63,1,Medium,7,116.9,34,31,Medium
25252,27,Female,Other,RPG,19.63,1,Medium,16,166.8,40,24,High
25253,17,Male,Asia,RPG,14.55,0,Easy,9,117.4,20,12,Low
25254,29,Female,Asia,Strategy,18.57,1,Easy,9,129.6,26,15,Medium
25255,31,Male,Europe,RPG,7.61,0,Easy,4,92.8,16,10,Low
25256,34,Female,Other,RPG,22.55,0,Medium,21,139.0,45,20,High
25257,49,Male,Other,Action,7.77,0,Easy,3,124.9,5,0,Low
25258,21,Male,Asia,RPG,21.03,0,Medium,14,110.3,42,25,Medium
25259,28,Male,USA,Strategy,38.26,1,Hard,12,137.6,67,31,High
25260,37,Female,USA,RPG,30.44,0,Medium,17,109.8,56,37,High
25261,33,Male,Other,Action,26.39,0,Medium,17,76.8,36,33,High
25262,27,Male,Other,RPG,20.61,1,Medium,14,131.6,31,23,High
25263,45,Female,Asia,RPG,18.39,0,Medium,8,116.6,32,22,Medium
25264,22,Female,Asia,Action,21.45,0,Medium,7,133.4,38,26,Medium
25265,47,Male,Europe,Sports,20.11,0,Medium,8,107.7,34,16,Medium
25266,34,Female,Asia,RPG,10.87,0,Easy,13,110.6,24,13,Medium
25267,21,Female,Asia,Sports,14.1,1,Easy,8,104.6,27,16,Medium
25268,35,Male,USA,Action,43.87,1,Medium,14,65.4,59,41,High
25269,42,Male,USA,Action,15.97,1,Medium,6,101.9,31,17,Medium
25270,22,Male,USA,Sports,21.61,1,Medium,11,120.9,31,25,Medium
25271,20,Male,USA,Strategy,10.77,0,Medium,6,99.3,32,4,Low
25272,26,Female,Asia,Strategy,22.36,0,Medium,16,116.1,33,31,High
25273,30,Male,Other,Action,27.71,0,Medium,11,136.0,33,31,High
25274,18,Male,USA,Strategy,2.37,0,Easy,1,94.6,2,2,Low
25275,20,Male,Europe,Strategy,27.98,1,Medium,18,120.1,55,20,High
25276,38,Female,Europe,Action,33.35,0,Hard,14,82.7,74,27,Medium
25277,24,Male,Asia,RPG,27.86,0,Medium,7,100.0,50,24,High
25278,30,Male,Europe,RPG,27.75,0,Medium,13,133.4,56,33,Medium
25279,18,Male,USA,RPG,27.18,1,Medium,6,121.7,32,18,Medium
25280,44,Female,Other,Strategy,25.37,0,Medium,16,128.7,44,31,Medium
25281,21,Male,Other,Sports,10.17,0,Easy,4,130.4,26,16,Low
25282,32,Male,USA,Strategy,24.18,1,Medium,13,108.1,46,34,Medium
25283,41,Male,Europe,RPG,25.47,0,Medium,8,86.0,32,24,Medium
25284,36,Male,Asia,Action,22.0,1,Medium,14,100.8,32,25,High
25285,23,Female,Other,Action,22.04,0,Easy,9,96.3,25,18,Medium
25286,36,Female,USA,Action,23.93,0,Medium,12,111.1,41,18,Medium
25287,26,Male,USA,Strategy,9.03,0,Easy,3,82.5,9,8,Low
25288,23,Female,Europe,Sports,25.54,1,Medium,16,99.1,49,34,High
25289,39,Female,Asia,RPG,17.34,0,Easy,10,139.5,12,14,Medium
25290,29,Male,Asia,Action,7.5,0,Easy,3,112.7,19,14,Low
25291,29,Male,Europe,RPG,19.92,0,Easy,11,142.6,12,22,High
25292,25,Female,USA,RPG,28.07,1,Medium,11,89.1,59,28,Medium
25293,27,Male,Europe,Strategy,26.27,0,Medium,9,125.5,39,24,Medium
25294,49,Male,Europe,Action,44.13,1,Hard,19,155.7,70,40,High
25295,25,Male,Europe,Strategy,20.76,1,Medium,14,108.4,33,19,High
25296,32,Male,USA,RPG,37.39,0,Hard,13,100.6,88,33,High
25297,32,Female,Other,RPG,14.88,0,Easy,7,115.3,24,26,Medium
25298,18,Male,USA,RPG,27.62,0,Medium,10,119.4,52,20,Medium
25299,46,Female,Other,Action,19.07,0,Medium,8,104.7,41,19,Medium
25300,16,Male,Other,Action,7.24,1,Easy,3,106.6,8,12,Low
25301,27,Male,Europe,Action,18.08,1,Medium,9,142.1,47,15,Medium
25302,19,Female,Asia,RPG,28.86,1,Easy,19,123.0,27,34,High
25303,28,Female,Europe,RPG,17.46,1,Easy,9,143.0,27,29,Medium
25304,49,Female,USA,Sports,7.82,0,Easy,6,83.7,15,7,Low
25305,36,Female,Asia,Action,23.07,1,Medium,7,72.0,37,23,Medium
25306,37,Male,Asia,RPG,17.86,1,Easy,7,106.6,26,14,Medium
25307,19,Male,USA,RPG,17.54,1,Easy,10,131.5,21,27,Medium
25308,33,Female,USA,Sports,14.92,1,Medium,5,81.7,30,23,Medium
25309,20,Male,Europe,Sports,9.82,0,Easy,7,98.1,15,4,Medium
25310,34,Male,USA,RPG,11.75,0,Easy,5,130.2,22,12,Low
25311,17,Male,Other,Action,33.96,1,Hard,17,142.1,63,32,High
25312,27,Female,Other,Strategy,13.07,0,Easy,8,101.2,8,21,Medium
25313,32,Female,Asia,Strategy,16.95,0,Medium,8,114.9,33,26,Medium
25314,25,Female,Europe,Strategy,19.58,0,Medium,13,127.5,34,21,Medium
25315,49,Female,Europe,Action,18.26,0,Easy,9,118.0,29,20,Medium
25316,21,Female,Asia,RPG,17.97,0,Medium,8,134.7,33,21,Medium
25317,23,Female,USA,Strategy,17.29,1,Medium,7,96.4,30,12,Medium
25318,26,Female,Europe,Strategy,29.44,0,Medium,9,117.2,56,36,Medium
25319,27,Male,Asia,Action,34.25,0,Hard,6,129.9,65,29,High
25320,24,Male,Asia,RPG,23.87,1,Medium,14,85.5,43,38,Medium
25321,17,Female,Other,RPG,31.32,1,Medium,9,87.1,45,24,Medium
25322,23,Male,Asia,Action,18.35,0,Medium,8,108.5,31,21,Medium
25323,26,Male,USA,Strategy,11.96,1,Easy,12,129.1,3,13,Medium
25324,25,Female,USA,RPG,26.06,1,Medium,8,117.3,50,23,Medium
25325,36,Male,USA,RPG,15.5,1,Medium,12,97.0,30,14,Medium
25326,35,Male,USA,Strategy,27.91,1,Medium,11,105.4,48,33,Medium
25327,23,Female,Asia,Action,5.4,0,Easy,6,123.2,8,20,Low
25328,44,Female,Europe,Strategy,11.72,0,Medium,10,113.3,39,10,Medium
25329,27,Male,Asia,Sports,27.27,0,Hard,13,122.2,62,29,High
25330,29,Female,Europe,RPG,16.83,1,Medium,9,103.2,40,19,Medium
25331,36,Female,Europe,Action,16.61,0,Easy,15,103.2,20,20,Medium
25332,37,Male,Europe,Strategy,18.75,1,Easy,12,100.0,29,21,Medium
25333,36,Female,Other,Strategy,21.7,1,Medium,8,127.6,46,18,Medium
25334,45,Male,USA,Action,20.03,0,Medium,5,94.5,33,16,Medium
25335,35,Female,Other,RPG,25.35,1,Medium,7,138.4,55,22,High
25336,39,Male,Asia,Action,8.79,0,Easy,4,81.1,3,10,Low
25337,38,Female,Other,Sports,4.81,0,Easy,3,84.1,1,18,Low
25338,22,Male,Europe,Action,29.2,1,Hard,15,175.0,65,26,High
25339,24,Female,Asia,Sports,10.69,1,Medium,5,121.7,36,3,Low
25340,16,Male,USA,RPG,22.75,0,Medium,11,87.3,34,25,Medium
25341,41,Female,Europe,Strategy,15.27,0,Medium,9,122.9,39,20,Medium
25342,37,Male,USA,Sports,28.24,1,Medium,15,137.2,56,27,High
25343,25,Female,Other,Sports,21.77,0,Medium,6,119.7,42,27,Medium
25344,21,Male,USA,Action,20.33,0,Medium,4,99.8,45,25,Medium
25345,32,Male,Asia,Action,23.63,0,Medium,6,96.8,31,18,High
25346,39,Female,Europe,Strategy,26.99,1,Medium,13,136.7,37,26,High
25347,25,Female,USA,RPG,43.09,0,Hard,14,115.2,68,41,High
25348,23,Male,Other,Sports,0.0,0,Easy,1,66.5,13,0,
25349,36,Female,Asia,Strategy,4.75,0,Easy,3,85.6,17,12,Low
25350,21,Male,Europe,Sports,12.27,0,Easy,4,70.2,22,24,Low
25351,36,Male,Other,Strategy,16.39,1,Easy,5,81.8,26,11,Low
25352,39,Male,Europe,Action,17.05,0,Medium,12,121.9,33,20,Medium
25353,48,Male,USA,Action,21.68,1,Medium,14,105.8,45,21,Medium
25354,33,Male,Other,RPG,19.02,0,Medium,6,132.6,45,15,Medium
25355,43,Male,Other,Action,28.71,1,Medium,17,92.3,33,31,Medium
25356,47,Female,USA,Strategy,12.18,0,Easy,6,76.1,14,21,Medium
25357,27,Male,Other,Sports,17.26,1,Easy,9,116.8,26,15,Medium
25358,42,Male,Other,Strategy,18.18,1,Medium,11,84.0,44,23,Medium
25359,25,Male,Other,RPG,23.07,1,Medium,8,92.3,38,22,Medium
25360,47,Male,USA,Action,14.81,0,Easy,6,91.6,6,13,Medium
25361,41,Male,USA,Action,26.57,1,Medium,9,113.5,48,16,Medium
25362,40,Female,Europe,Sports,8.89,1,Easy,7,74.4,11,14,Low
25363,26,Female,USA,RPG,30.95,0,Medium,14,121.1,45,29,High
25364,38,Male,Other,RPG,13.36,0,Easy,6,126.4,10,14,Low
25365,49,Male,USA,Action,24.27,1,Medium,11,102.3,38,19,Medium
25366,38,Male,Other,RPG,20.64,0,Easy,5,93.9,28,12,Medium
25367,44,Female,Other,Strategy,12.47,0,Easy,8,113.8,7,5,Medium
25368,46,Female,Other,RPG,8.02,0,Easy,5,98.3,28,13,Low
25369,22,Male,USA,Strategy,11.91,0,Easy,8,104.5,23,19,Medium
25370,48,Female,Other,Strategy,20.97,0,Medium,8,123.8,38,25,Medium
25371,36,Male,Europe,Strategy,13.63,0,Easy,6,111.0,9,7,Medium
25372,17,Male,Asia,Action,30.65,1,Medium,11,104.7,45,29,Medium
25373,33,Female,Asia,Strategy,33.55,1,Hard,15,104.8,60,34,High
25374,48,Female,Europe,Sports,20.04,1,Easy,6,123.5,13,19,Medium
25375,49,Female,Asia,RPG,40.1,0,Hard,9,93.9,68,40,Medium
25376,35,Female,Europe,Strategy,37.47,1,Hard,12,121.5,66,39,High
25377,33,Female,USA,Sports,13.42,1,Easy,4,104.4,29,18,Low
25378,39,Male,Asia,Action,34.32,0,Medium,17,111.1,59,31,High
25379,23,Female,Europe,Action,8.63,0,Easy,5,60.4,14,15,Low
25380,45,Male,Europe,Action,17.65,1,Easy,8,132.2,22,16,Medium
25381,25,Female,Other,Action,34.25,0,Medium,11,67.3,37,33,Medium
25382,38,Male,USA,RPG,27.57,1,Hard,19,67.8,61,36,High
25383,26,Female,Europe,Action,22.79,1,Medium,9,118.6,41,13,Medium
25384,17,Female,Asia,RPG,17.97,1,Easy,12,120.9,18,20,Medium
25385,41,Male,Other,Sports,26.03,0,Medium,10,98.2,43,26,High
25386,48,Female,Other,Action,7.2,0,Easy,4,126.0,11,9,Low
25387,28,Male,Other,Action,14.13,1,Medium,7,77.4,32,13,Low
25388,40,Female,USA,Sports,12.96,0,Easy,8,116.2,22,11,Low
25389,19,Male,Europe,Sports,12.03,0,Easy,8,117.4,13,11,Low
25390,34,Male,USA,RPG,12.29,0,Medium,5,110.2,36,22,Low
25391,33,Female,Europe,Strategy,34.3,1,Medium,9,141.2,59,37,High
25392,45,Female,Other,RPG,31.02,0,Hard,15,98.7,67,36,High
25393,34,Female,Asia,Strategy,21.04,1,Medium,15,97.9,31,24,Medium
25394,38,Female,Asia,RPG,21.84,0,Medium,11,101.6,49,20,High
25395,31,Female,USA,Strategy,33.98,0,Medium,13,135.7,52,39,High
25396,16,Male,Other,Action,17.55,1,Easy,8,107.3,27,22,Medium
25397,27,Female,Europe,Strategy,21.08,1,Medium,13,98.0,34,20,High
25398,39,Female,USA,Sports,24.89,1,Medium,14,82.2,47,30,Medium
25399,49,Male,Other,Sports,30.93,1,Medium,15,74.2,52,31,Medium
25400,23,Male,USA,Strategy,24.65,0,Medium,8,131.8,45,21,Medium
25401,33,Female,Asia,Action,20.68,1,Easy,13,117.1,19,29,Medium
25402,20,Male,Other,Action,16.72,1,Easy,10,135.6,22,13,Medium
25403,41,Female,USA,Strategy,9.25,0,Medium,2,100.6,32,18,Low
25404,45,Male,Europe,Strategy,15.94,1,Medium,10,102.9,41,22,Medium
25405,28,Male,Asia,Sports,20.69,1,Easy,10,114.5,24,17,Medium
25406,34,Male,Europe,Sports,10.89,1,Easy,8,137.9,29,23,Low
25407,44,Female,USA,RPG,19.83,0,Medium,7,89.9,34,19,Medium
25408,18,Male,Other,Action,31.56,1,Medium,10,114.3,49,33,Medium
25409,41,Female,Asia,Action,20.31,1,Easy,9,87.7,25,18,High
25410,27,Female,Europe,Action,7.14,0,Easy,2,57.6,1,10,Low
25411,17,Female,Europe,RPG,6.11,0,Easy,7,109.3,3,11,Medium
25412,26,Male,Other,RPG,27.43,0,Medium,12,119.6,45,27,Medium
25413,43,Female,USA,Sports,3.17,0,Easy,3,99.0,9,13,Low
25414,33,Male,Europe,Sports,20.71,0,Medium,11,96.9,45,24,Medium
25415,28,Male,USA,Strategy,9.37,0,Easy,6,116.3,21,14,Low
25416,37,Female,USA,RPG,8.47,0,Easy,3,96.8,8,6,Low
25417,27,Female,USA,RPG,26.06,0,Medium,10,115.9,33,25,Medium
25418,17,Female,Other,RPG,25.5,1,Medium,14,144.4,54,26,Medium
25419,22,Female,USA,Action,22.08,1,Medium,15,125.3,45,21,High
25420,41,Female,Asia,Sports,47.53,1,Hard,16,141.7,74,41,High
25421,41,Male,Other,Strategy,18.23,0,Medium,12,110.7,38,18,Medium
25422,39,Male,Europe,RPG,20.91,0,Medium,5,64.3,45,22,Medium
25423,27,Female,Other,RPG,27.97,0,Easy,13,133.4,29,37,High
25424,31,Female,Europe,RPG,28.0,0,Medium,18,126.4,39,25,High
25425,38,Female,Asia,Action,33.95,0,Medium,13,109.8,49,43,Medium
25426,24,Male,USA,Strategy,14.56,1,Easy,7,82.3,15,15,Medium
25427,47,Male,USA,Strategy,27.87,1,Medium,19,128.9,41,33,Medium
25428,30,Female,USA,RPG,16.47,0,Medium,7,102.6,34,16,Medium
25429,28,Female,USA,Strategy,10.51,0,Easy,4,95.9,15,9,Medium
25430,20,Male,Other,Action,23.99,0,Medium,8,106.9,50,35,Medium
25431,26,Male,Asia,RPG,22.05,1,Medium,25,93.8,34,30,High
25432,25,Female,Europe,Sports,26.77,0,Medium,5,111.4,45,30,Medium
25433,28,Female,Other,Sports,27.76,1,Medium,13,100.2,39,43,Medium
25434,30,Male,USA,Strategy,3.78,0,Easy,3,100.4,8,4,Low
25435,22,Male,USA,Sports,16.37,0,Easy,9,81.7,25,27,Low
25436,43,Male,USA,Sports,23.45,0,Medium,13,142.7,38,20,Medium
25437,47,Male,Europe,RPG,15.06,1,Easy,12,110.9,15,13,Medium
25438,30,Male,Europe,Action,19.65,1,Easy,10,109.1,17,18,High
25439,36,Female,Other,RPG,11.51,1,Easy,5,69.6,4,15,Low
25440,21,Female,Asia,Action,29.85,0,Medium,13,110.3,56,23,Medium
25441,16,Male,Europe,RPG,26.05,1,Medium,12,100.5,39,21,Medium
25442,19,Male,Other,Sports,23.89,1,Medium,7,144.4,46,23,Medium
25443,26,Male,Europe,RPG,11.79,0,Easy,6,93.8,17,12,Medium
25444,41,Male,Other,Strategy,8.96,1,Easy,2,103.8,16,12,Low
25445,38,Female,USA,Strategy,19.3,1,Medium,13,99.1,41,12,Medium
25446,44,Female,Europe,Action,12.88,0,Medium,8,91.0,35,9,Medium
25447,36,Female,USA,Action,21.22,0,Medium,8,131.2,44,22,Medium
25448,42,Female,Asia,Action,27.32,1,Medium,10,102.7,40,30,Medium
25449,28,Male,USA,Strategy,14.15,1,Easy,12,93.5,5,24,Medium
25450,38,Male,Asia,RPG,0.0,1,Easy,1,87.7,1,0,
25451,31,Female,Europe,Sports,8.44,0,Easy,2,70.8,19,13,Low
25452,45,Male,Asia,Action,7.07,1,Easy,6,91.4,8,4,Medium
25453,19,Female,USA,RPG,20.62,1,Easy,23,143.9,23,26,High
25454,31,Male,Europe,RPG,7.39,1,Easy,7,93.9,21,9,Low
25455,46,Male,Other,Strategy,18.13,0,Medium,10,131.8,54,15,Medium
25456,40,Female,Europe,Strategy,35.36,1,Medium,8,119.4,57,34,High
25457,27,Male,Other,Sports,33.37,1,Medium,16,141.3,44,33,Medium
25458,41,Male,USA,RPG,25.32,1,Medium,10,109.3,41,25,Medium
25459,48,Male,Europe,Action,33.37,1,Medium,12,139.4,44,41,Medium
25460,43,Female,Other,Strategy,5.53,1,Easy,2,84.2,13,6,Low
25461,24,Male,USA,RPG,9.83,0,Easy,5,135.4,29,8,Low
25462,27,Male,Asia,Strategy,15.71,1,Medium,7,114.9,31,15,Low
25463,20,Male,Other,RPG,17.96,0,Medium,7,86.8,30,20,Medium
25464,43,Female,Asia,Strategy,41.59,1,Hard,12,62.8,70,44,High
25465,20,Male,Europe,Action,23.65,0,Easy,10,104.7,27,21,Medium
25466,49,Male,Other,Sports,12.73,0,Medium,6,89.0,30,13,Medium
25467,49,Female,USA,Action,18.63,1,Medium,13,135.3,32,25,Medium
25468,28,Male,USA,Strategy,28.5,1,Medium,11,127.7,50,30,High
25469,29,Male,Asia,Strategy,16.96,0,Medium,11,99.7,37,19,Medium
25470,26,Male,USA,Strategy,21.01,0,Medium,10,108.0,33,27,Medium
25471,19,Female,Europe,Action,18.66,0,Medium,11,106.7,38,30,Medium
